City,Cloudiness,Country,Date,Humidity,Lng,Lat,Max Temp,Wind speed
Havoysund,12,NO,1544327400,73,24.66,71.0,19.4,6.93
Pueblo,1,US,1544327580,65,-104.61,38.25,21.92,6.73
Manokwari,24,ID,1544329606,100,134.08,-0.87,81.17,4.16
Fortuna,0,ES,1544328000,81,-1.13,38.18,50.0,8.05
Danilov,90,RU,1544328000,85,40.17,58.19,23.0,4.47
Antalaha,48,MG,1544329607,91,50.28,-14.9,75.95,7.07
Belaya Gora,24,RU,1544329607,0,146.19,68.54,-34.94,3.71
Azoyu,0,MX,1544329607,100,-98.73,16.72,69.69,2.15
Shellbrook,40,CA,1544328000,84,-106.39,53.22,6.8,5.82
Riyadh,0,SA,1544328000,63,46.72,24.63,60.8,10.29
Otradnoye,90,RU,1544328000,86,30.8,59.77,28.4,13.42
Ust-Ilimsk,64,RU,1544329608,77,102.73,57.96,-17.79,2.71
Srednekolymsk,64,RU,1544329608,0,153.71,67.46,-33.81,2.82
Arukutti,12,IN,1544328000,65,76.35,9.87,82.4,6.93
Alencon,0,FR,1544328000,71,0.08,48.43,50.0,14.99
Papara,40,BR,1544328000,83,-38.73,-3.98,80.6,6.93
Yanam,48,IN,1544328000,74,82.22,16.73,80.6,5.82
Eyl,0,SO,1544329610,100,49.82,7.98,75.05,12.66
Fereydun Kenar,0,IR,1544328000,93,52.52,36.69,50.0,2.24
Kewanee,1,US,1544327760,89,-89.92,41.25,26.96,3.38
Vestmannaeyjar,80,IS,1544329610,100,-20.27,63.44,34.41,6.51
Grand Gaube,75,MU,1544328000,78,57.66,-20.01,80.6,11.41
Aljezur,0,PT,1544329611,100,-8.8,37.31,53.67,8.75
Burnie,92,AU,1544329611,97,145.91,-41.05,60.69,14.0
Evensk,56,RU,1544329611,100,159.24,61.92,10.29,19.15
Tairua,0,NZ,1544329611,43,175.85,-37.02,76.85,2.71
Deloraine,0,CA,1544329611,64,-100.5,49.18,-4.34,3.27
Tulsipur,0,IN,1544329612,68,82.41,27.53,56.82,1.36
Ca Mau,76,VN,1544329612,81,105.15,9.18,85.76,12.66
Margate,75,AU,1544328000,63,147.26,-43.03,64.4,11.41
Saurimo,92,AO,1544329612,98,20.4,-9.66,66.54,3.15
Beringovskiy,44,RU,1544328868,100,179.32,63.05,3.14,21.72
San Juan,0,AR,1544329614,22,-68.53,-31.54,66.05,5.39
Palu,20,ID,1544329614,97,119.87,-0.9,74.06,1.92
Vestmanna,44,FO,1544327400,59,-7.17,62.16,37.4,16.11
Sabang,56,PH,1544329614,90,123.58,13.72,82.52,12.1
Maceio,0,BR,1544328000,88,-35.74,-9.67,75.2,2.24
Remscheid,40,DE,1544327400,81,7.19,51.18,48.2,25.28
Ryomgard,88,DK,1544327400,100,10.5,56.38,42.8,6.93
Yermakovskoye,64,RU,1544329615,70,92.4,53.28,-10.37,2.71
Lisakovsk,0,KZ,1544329615,50,62.49,52.55,-9.24,3.27
Ilhabela,64,BR,1544329616,100,-45.36,-23.78,71.31,11.1
Roswell,1,US,1544327460,85,-104.52,33.39,35.6,5.61
Walvis Bay,0,NA,1544328000,87,14.51,-22.95,57.2,3.36
Son La,92,VN,1544329616,93,103.9,21.32,61.23,2.15
Cabo San Lucas,5,MX,1544327340,77,-109.91,22.89,66.2,8.05
Mandiana,0,GN,1544329617,63,-8.7,10.62,60.51,2.71
Cadillac,1,US,1544328660,88,-85.4,44.25,21.92,3.36
Mbandaka,92,CD,1544329617,100,18.26,0.05,72.21,3.15
Chimore,80,BO,1544329617,80,-65.13,-16.98,74.24,3.83
Kontagora,0,NG,1544329617,43,5.47,10.4,70.68,8.08
Live Oak,1,US,1544327760,76,-121.98,36.97,53.06,2.37
Marawi,68,PH,1544329618,87,124.29,8.0,77.97,2.15
Narsaq,36,GL,1544329618,52,-46.05,60.91,3.09,4.27
Mahibadhoo,48,MV,1544329618,100,72.97,3.78,81.48,9.53
Solhan,75,TR,1544327400,93,41.05,38.97,39.2,4.7
Kintampo,0,GH,1544329619,55,-1.73,8.05,64.47,3.15
Tilichiki,12,RU,1544329619,42,166.1,60.47,-27.38,3.38
Oistins,40,BB,1544328000,65,-59.53,13.07,78.8,18.34
Dryden,1,CA,1544328000,78,-92.84,49.79,15.8,8.05
Naron,12,ES,1544328000,93,-8.15,43.52,53.6,4.7
Jalu,0,LY,1544329620,78,21.55,29.03,42.42,2.82
Glendive,1,US,1544328900,80,-104.71,47.11,15.08,10.87
Iwanai,68,JP,1544329621,100,140.51,42.97,27.62,22.5
Marsabit,20,KE,1544329621,92,37.99,2.34,69.06,2.71
Sur,0,OM,1544329621,100,59.53,22.57,74.64,5.39
Waitati,92,NZ,1544329621,88,170.57,-45.75,65.19,0.81
Inhambane,75,MZ,1544328000,94,35.38,-23.87,75.2,4.7
Dawei,80,MM,1544329622,80,98.19,14.07,76.94,5.61
Joao Pinheiro,48,BR,1544329622,96,-46.17,-17.74,65.06,13.67
Yalova,75,TR,1544327400,70,29.27,40.66,51.8,2.24
Klyuchi,0,RU,1544329622,22,79.17,52.25,-14.51,5.61
Iguape,80,BR,1544329623,100,-47.56,-24.7,69.02,8.63
Kollam,20,IN,1544328000,70,76.6,8.88,86.0,3.36
Licheng,92,CN,1544329623,100,110.4,24.5,38.69,3.94
Hualmay,64,PE,1544329623,95,-77.61,-11.1,62.67,5.28
Itoman,75,JP,1544328300,72,127.67,26.12,68.0,12.75
Vizinga,64,RU,1544329624,88,50.08,61.08,11.69,4.61
Cabedelo,40,BR,1544328000,88,-34.84,-6.97,78.8,3.36
Manthani,36,IN,1544329624,87,79.67,18.65,72.48,4.72
Kattivakkam,20,IN,1544328000,74,80.32,13.22,82.4,5.82
Tokur,32,RU,1544329625,27,132.9,53.13,-20.0,0.47
Sisimiut,0,GL,1544329625,100,-53.67,66.94,-12.8,1.92
Watsa,88,CD,1544329625,94,29.53,3.04,64.47,2.71
Peleduy,48,RU,1544329625,61,112.75,59.63,-13.61,3.15
Lastoursville,92,GA,1544329625,99,12.73,-0.81,69.74,2.48
Owando,92,CG,1544329626,94,15.91,-0.49,69.78,2.71
Nagato,75,JP,1544328000,52,131.14,34.35,42.8,5.82
Kaputa,56,ZM,1544329626,95,29.66,-8.47,64.25,4.38
Soeng Sang,20,TH,1544328000,66,102.46,14.43,84.2,9.17
Wentzville,1,US,1544327700,80,-90.85,38.81,24.8,8.05
Xingyi,12,CN,1544329626,86,102.82,24.19,56.91,3.49
Kostino,90,BG,1544328000,79,25.3,41.7,32.0,4.7
Rafaela,24,AR,1544329627,46,-61.49,-31.25,71.31,11.65
Kailua,40,US,1544328060,71,-157.74,21.39,73.94,19.46
Shar,56,NG,1544329627,72,8.73,7.3,73.02,0.69
Tevaitoa,92,PF,1544329627,100,-151.5,-16.78,80.09,15.35
Kruisfontein,20,ZA,1544329384,91,24.73,-34.0,58.89,9.08
San Pedro,36,AR,1544329629,59,-59.66,-33.68,64.56,9.08
Kununurra,12,AU,1544328000,42,128.74,-15.77,100.4,5.82
Sonta,0,RS,1544328000,84,19.1,45.6,33.8,5.82
Ostrovskoye,68,RU,1544329630,93,42.24,57.81,18.48,8.08
Hirado,75,JP,1544328000,45,129.49,33.32,46.4,9.17
Aasiaat,0,GL,1544329630,100,-52.87,68.71,17.54,6.17
Dalbandin,0,PK,1544329630,82,64.41,28.9,46.79,2.93
Sola,75,NO,1544327400,87,5.65,58.89,42.8,6.93
Cururupu,44,BR,1544329631,96,-44.87,-1.82,75.54,3.15
Lusambo,92,CD,1544329631,97,23.44,-4.97,71.49,2.59
Banjar,64,ID,1544329631,83,108.54,-7.37,82.29,3.6
Qasigiannguit,0,GL,1544327400,77,-51.19,68.82,3.2,3.36
Huilong,92,CN,1544329632,85,110.18,28.89,27.93,3.49
Port Macquarie,0,AU,1544328000,61,152.91,-31.43,82.4,17.22
Namwala,12,ZM,1544329633,92,26.45,-15.75,70.19,5.95
Rio Gallegos,0,AR,1544328000,46,-69.22,-51.62,50.0,10.29
Cobija,0,BR,1544329633,96,-68.77,-11.02,72.12,2.15
Anadyr,20,RU,1544328000,69,177.51,64.73,-13.01,17.9
Abnub,0,EG,1544324400,81,31.15,27.27,46.4,4.7
Saint-Francois,80,FR,1544328000,71,3.91,46.42,51.8,16.11
Hambantota,90,LK,1544325000,100,81.12,6.12,77.0,1.12
Texarkana,90,US,1544327580,95,-94.04,33.44,37.04,10.29
Vaitape,76,PF,1544329635,100,-151.75,-16.52,80.54,16.91
Isangel,0,VU,1544329635,100,169.27,-19.55,78.24,22.17
Paso de Carrasco,0,UY,1544328000,55,-56.05,-34.86,62.6,4.7
Aviles,8,ES,1544328000,81,-5.92,43.55,53.6,10.29
San Cristobal,90,EC,1544328000,100,-78.55,-0.39,55.4,3.36
Itanhem,100,BR,1544329636,99,-40.33,-17.17,68.34,8.41
Lisieux,75,FR,1544328000,76,0.23,49.15,50.0,23.04
Lagunas,56,PE,1544329636,95,-75.68,-5.23,75.09,2.37
Birobidzhan,0,RU,1544329636,51,132.93,48.79,-3.21,4.94
Ambilobe,0,MG,1544329637,88,49.05,-13.19,69.51,3.71
Belyy Yar,40,RU,1544328000,83,91.39,53.6,-4.01,2.93
Altay,0,CN,1544329637,0,88.13,47.83,-25.26,1.81
Pachino,0,IT,1544329637,100,15.09,36.72,59.97,23.06
Nzega,92,TZ,1544329637,99,33.19,-4.22,62.45,5.06
Jatiroto,44,ID,1544329638,98,109.46,-7.61,82.38,4.61
Karpathos,56,GR,1544329200,72,27.21,35.51,59.0,8.05
Mildura,32,AU,1544328000,28,142.16,-34.18,93.2,4.7
Sunland Park,1,US,1544328900,87,-106.58,31.8,46.4,3.36
Harper,90,US,1544328900,82,-99.24,30.3,41.0,6.93
Zabol,0,IR,1544328000,40,61.49,31.03,53.6,9.17
Awjilah,0,LY,1544329639,79,21.3,29.14,41.12,2.82
Aitape,24,PG,1544329639,87,142.36,-3.15,85.04,11.88
Soyo,100,AO,1544329639,98,12.37,-6.13,73.7,2.71
Emerald,90,AU,1544328000,38,148.16,-23.53,87.8,11.41
Jiangdu,88,CN,1544329640,85,119.56,32.43,37.11,9.42
Sokoto,0,NG,1544329640,43,5.24,13.06,58.89,10.09
Shenjiamen,92,CN,1544329640,100,122.3,29.96,54.93,14.56
Picos,64,BR,1544329641,94,-41.47,-7.08,70.32,2.71
Xining,8,CN,1544329641,31,101.77,36.62,25.19,2.93
Ludvika,90,SE,1544327400,100,15.18,60.15,33.8,4.7
Macusani,92,PE,1544329641,100,-70.43,-14.07,54.39,1.36
Shumskiy,0,RU,1544329641,27,99.13,54.83,-20.22,1.92
North Branch,1,US,1544328960,100,-92.98,45.51,21.92,5.82
San Policarpo,76,PH,1544329642,90,125.51,12.18,83.06,14.23
Davila,20,PH,1544328000,55,120.58,18.47,89.6,6.93
Drumheller,0,CA,1544329642,16,-112.7,51.47,-10.41,3.71
Santa Isabel do Rio Negro,36,BR,1544329642,95,-65.02,-0.41,75.95,2.37
Libreville,20,GA,1544328000,94,9.45,0.39,77.0,4.7
